Record ID,Location ID,Parent Company,Business Name,Trading Name,Legal Company Name,Business Category,Business Subcategory,Independent / Chain,Number of Locations,Website,Facebook,Instagram,Other Social Media,Address Line 1,Address Line 2,Town / City,County,Postcode,Region,Country,Main Phone,Secondary Phone,Mobile,General Email,Sales Email,Purchasing Email,Contact Name,Contact Position,Contact Source,Companies House Number,Company Status,Registered Company Name,Registered Office,Incorporation Date,Existing Vape Brands,Product Categories,Potential Opportunity,Estimated Retail Type,Supplier Information,Sales Notes,Lead Priority,Priority Reasons,Primary Source,Secondary Source,Source Count,Website Checked,Phone Checked,Email Checked,Companies House Checked,Phone Status,Email Status,Last Verified Date,Verification Status,Data Confidence,Duplicate Review,Contact Type,Marketing Legal Basis,Opt-Out Status,Do Not Contact,Date Collected,Lead Status,Date Added,Last Contact,Next Follow-Up,Contact Method,Salesperson,Outcome,CRM Notes
WY-0082,WY-0082-01,,Ecig N Vape,Ecig N Vape,,Vape Shop,Vape retailer,Independent,1,,,,,49 Market Street,,Heckmondwike,West Yorkshire,WF16 0EU,Yorkshire & Humber,England,01924 402342,,,,,,,,,,,,,,,vape hardware; e-liquids; disposable vapes,,Vape Shop,,,Medium,Independent retailer; Core relevant category,https://heckmondwike.cylex-uk.co.uk/company/ecig-n-vape-26993170.html,https://www.tripadvisor.co.uk/Attraction_Review-g3207739-d28330163-Reviews-Ecig_N_Vape-Heckmondwike_Dewsbury_West_Yorkshire_England.html,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0083,WY-0083-01,,Emporium Vapez,Emporium Vapez,,Vape Shop,Vape retailer,Independent,1,,,,,21 Crackenedge Lane,,Dewsbury,West Yorkshire,WF13 1PU,Yorkshire & Humber,England,07375 706970,,,,,,,,,,,,,,,vape hardware; e-liquids; disposable vapes,,Vape Shop,,,Medium,Independent retailer; Core relevant category,https://www.yelp.com/biz/emporium-vapez-dewsbury,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0084,WY-0084-01,,FilFoods Filipino Store,FilFoods,,Independent Supermarket,Filipino supermarket,Independent,1,,https://www.facebook.com/FilFoods/,,,46b Harehills Road,Harehills,Leeds,West Yorkshire,LS8 5PB,Yorkshire & Humber,England,0113 440 1031,,,,,,,,,,,,,,,Filipino groceries; frozen meat and fish; fresh produce; convenience goods; money transfer,,Independent Supermarket,,"Only Filipino store in Yorkshire; 1,800+ product lines in-store and online; agent for LCC Smallworld money transfer; offers scheduled home delivery.",Medium,Independent retailer; Relevant category; Social presence,https://www.yell.com/biz/filfoods-filipino-store-leeds-8549203/,https://directory.grimsbytelegraph.co.uk/company/437837462491136,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0085,WY-0085-01,,Forever Vapes,Forever Vapes,Forever Vapes Ltd,Vape Shop,Vape retailer,Independent,1,,,,,Market Street,,Heckmondwike,West Yorkshire,WF16 0JU,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,"Directory lists it as 'Forever Vapes LTD', Market Street WF16 0JU; street number and phone not published in accessible sources.",Medium,Independent retailer; Core relevant category,https://vapeshops.puffingbird.com/yorkshire-and-the-humber/heckmondwike/forever-vapes-ltd,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0086,WY-0086-01,,FreshCo Wakefield,FreshCo,Fresh Co Superstore Ltd,Independent Supermarket,Halal / world foods supermarket with Turkish restaurant and cafe,Independent,1,https://freshcowakefield.com,https://www.facebook.com/FreshCoWakefield/,,,"St Andrews Hall, Upper Warrengate",,Wakefield,West Yorkshire,WF1 4JZ,Yorkshire & Humber,England,01924 781869,,,Hoa1@hotmail.co.uk,,,Aras Ali,Owner,Named as FreshCo owner in Wakefield Express feature article (2023),13746881,Active,FRESH CO SUPERSTORE LTD,,2021-11-16,,"world foods (European, Asian, African, Middle Eastern); halal meat; fresh produce; bakery",,Independent Supermarket,,"Purpose-built store with own car park, open 8am-9pm daily; opened circa late 2022/early 2023. Owner opened his first supermarket in London before Wakefield.",Medium,Independent retailer; Relevant category; Public email available; Active website; Social presence,https://freshcowakefield.com/restaurant,https://find-and-update.company-information.service.gov.uk/company/13746881,4,No,No,Yes,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0087,WY-0087-01,,Freshco UK,Freshco,Freshco UK Ltd,Convenience Store,Grocery store with halal meat,Independent,1,,,,,,Manningham,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,groceries; halal meat; fresh produce,,Convenience Store,,"Grocery store in Manningham, Bradford, offering halal meat (directory listing). Street address not captured - needs enrichment. Legal name taken from listing title 'FRESHCO UK LTD', not yet Companies House verified.",Low,Independent retailer; Relevant category,https://freshco-uk-ltd.wheree.com/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0088,WY-0088-01,,Get Plugged,Get Plugged,,Vape Shop,Vape shop and convenience snacks,Independent,1,https://getplugged.co.uk/,https://www.facebook.com/p/Get-Plugged-61559687350403/,,,Bradford Road,,Huddersfield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids; disposable vapes; snacks and drinks,,Vape Shop,,Open 10am-midnight seven days. Street number and postcode not published in accessible sources; own site getplugged.co.uk could not be fetched (proxy blocked).,Medium,Independent retailer; Core relevant category; Active website; Social presence,https://getplugged.co.uk/,https://www.facebook.com/p/Get-Plugged-61559687350403/,3,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0089,WY-0089-01,,Gibraltar Mini Mart,Gibraltar Mini Mart Vape & Mobile Shop,,Convenience Store,Convenience store with vapes and mobile accessories,Independent,1,,,,,101 Hopwood Lane,,Halifax,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience; vapes; mobile accessories,,Convenience Store,,Sells vapes alongside daily essentials - relevant crossover prospect.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/halifax/shopping/corner-shops/gibraltar-mini-mart-vapemobile-shop,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0090,WY-0090-01,,Global Mini Market 2,Global Mini Market 2,,Convenience Store,24-hour convenience store & off-licence,Independent,1,,,,,83-85 Main Street,,Bingley,West Yorkshire,BD16 2JA,Yorkshire & Humber,England,,,,,,,,,,,,,,,,alcohol; convenience lines; groceries,,Convenience Store,,24/7 convenience store / off-licence on Bingley Main Street per 24houralcohol.co.uk listing.,Low,Independent retailer; Relevant category,https://www.24houralcohol.co.uk/bradford-off-licences,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0091,WY-0091-01,,Greengates Service Station,Greengates Service Station,,Petrol Station / Forecourt,Forecourt with shop,Unknown,1,,,,,,Greengates,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,fuel; convenience shop lines,,Petrol Station / Forecourt,,"Forecourt in the Greengates area (near Eccleshill), listed on Fuel Map UK. Operator/ownership not yet established - verify independence before outreach.",Low,Relevant category,https://fuelmap.co.uk/forecourt/612/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0092,WY-0092-01,,Gulf Service Station Featherstone,Gulf Service Station,,Petrol Station / Forecourt,Gulf-branded dealer forecourt with shop,Independent,1,,,,,Wakefield Road,,Featherstone,West Yorkshire,WF7 5BP,Yorkshire & Humber,England,,,,,,,,,,,,,,,,fuel; convenience shop,,Petrol Station / Forecourt,Gulf-branded fuel (Gulf UK supplies independent dealers),Gulf branding in the UK is used almost exclusively by independent dealers; operator identity needs follow-up.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/featherstone/services/petrol-stations,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0093,WY-0093-01,,Halal Sweets Company,Halal Sweets,,Cash & Carry,Sweets & snacks wholesaler / cash & carry,Independent,1,https://halalsweets.company.site/,https://www.facebook.com/halalsweetscompany/,,,,,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,support@halalsweetscompany.co.uk,,,,,,,,,,,,halal sweets; snacks; confectionery wholesale,,Cash & Carry,,"Family-run Bradford-based wholesaler/distributor, cash & carry and delivery, specialising in halal sweets and snacks. Street address not captured - needs enrichment.",High,Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://halalsweets.company.site/,https://halalsweetscompany.co.uk/,2,No,No,Yes,No,Not Found,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0094,WY-0094-01,,Hang Sing Hong,Hang Sing Hong,,Independent Supermarket,Chinese / Oriental supermarket,Independent,1,,,,,117-119 Vicar Lane,City Centre,Leeds,West Yorkshire,LS1 6PJ,Yorkshire & Humber,England,,,,,,,,,,,,,,,,Chinese and East Asian groceries,,Independent Supermarket,,Long-established Chinese supermarket on Vicar Lane in the city centre.,Low,Independent retailer; Relevant category,https://www.yelp.co.uk/biz/hang-sing-hong-leeds-2,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0095,WY-0095-01,,Heckmondwike Service Station,Heckmondwike Service Station,,Petrol Station / Forecourt,BP-branded forecourt with shop,Unknown,1,,,,,Halifax Road,,Heckmondwike,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,fuel; convenience goods,,Petrol Station / Forecourt,BP fuel supply,"BP dealer forecourt on Halifax Road listed under Dewsbury/Heckmondwike; operator company not identified from accessible sources, so ownership marked Unknown.",Low,Relevant category,https://map.bp.com/en-US/GB/gas-station/dewsbury/heckmondwike-service-station/137101962,https://fuelfox.uk/station/heckmondwike-service-station-dewsbury-3798,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0096,WY-0096-01,,Hopes News,Hopes News,,Newsagent,Newsagent / off-licence,Independent,1,,,,,Otley Road,Baildon,Shipley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,news; magazines; convenience lines,,Newsagent,,"Early-opening newsagent on Otley Road, Baildon (from 7am daily per listing snippet).",Low,Independent retailer; Relevant category,https://www.yorkshire.com/shipley/shopping/off-license/hopes-news,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0097,WY-0097-01,,House of Vapour,House of Vapour,,Vape Shop,Premium e-cigarette products,Independent,1,https://www.houseofvapour.net,,,,Barnsley Road,,South Elmsall,West Yorkshire,WF9 2AL,Yorkshire & Humber,England,01977 647969,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,"Own website (houseofvapour.net) describes it as on Barnsley Road, South Elmsall, specialising in luxury e-cigarette products. Site could not be fetched (egress blocked) so street number/phone/email not captured.",Medium,Independent retailer; Core relevant category; Active website,https://www.houseofvapour.net/,https://ecigdirectory.co.uk/vape-shop/listing/house-of-vapour,3,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0098,WY-0098-01,,Ilkley Convenience Store,Ilkley Convenience Store,,Convenience Store,Neighbourhood convenience store,Independent,1,,,,,Valley Drive,,Ilkley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience lines; groceries,,Convenience Store,,"Open Mon-Sat 7am-9pm, Sun 8am-8pm per listing snippet.",Low,Independent retailer; Relevant category,https://www.yorkshire.com/ilkley/shopping/corner-shops/ilkley-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0099,WY-0099-01,,International Foods,International Foods,International Foods Leeds Limited,Independent Supermarket,South Asian supermarket with halal meat,Independent,1,,,,,166 Harehills Lane,Harehills,Leeds,West Yorkshire,LS8 5JP,Yorkshire & Humber,England,,,,,,,,,,09552908,,INTERNATIONAL FOODS LEEDS LIMITED,"166 Harehills Lane, Leeds, LS8 5JP",2015-04-21,,halal meat; groceries; South Asian foods,,Independent Supermarket,,"Open 7 days (approx 09:00-20:00/21:00). Companies House details taken from the CH search result snippet; CH site itself was blocked by the network proxy this session, so company status not captured.",Low,Independent retailer; Relevant category,https://find-and-update.company-information.service.gov.uk/company/09552908,https://www.yell.com/biz/international-foods-ltd-leeds-8342998/,3,No,No,No,Yes,Not Found,Not Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0100,WY-0100-01,,Javid Supermarket,Javid Supermarket,,Independent Supermarket,"Halal, Asian, Caribbean and world foods supermarket",Independent,1,https://www.javidsupermarket.co.uk/,,https://www.instagram.com/javidsupermarket/,,177-179 Bradford Road,Fartown,Huddersfield,West Yorkshire,HD1 6EQ,Yorkshire & Humber,England,01484 517411,,,contact@javidsupermarket.co.uk,,,,,,,,,,,,"halal meat; poultry; fish; Caribbean, African, Middle Eastern, Polish and English groceries; fresh produce",,Independent Supermarket,,"Address and phone cross-checked across Yelp, Britainfirm and own-site contact page surfaced in search results.",Medium,Independent retailer; Relevant category; Public email available; Active website; Social presence,https://www.javidsupermarket.co.uk/contact/,https://www.instagram.com/javidsupermarket/,4,No,No,No,No,Verified directory,Publicly Listed,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0101,WY-0101-01,,KV Convenience & Off Licence,KV Convenience & Off Licence,,Convenience Store,24-hour convenience store and off-licence,Independent,1,,,,,51-53 Market Street,Milnsbridge,Huddersfield,West Yorkshire,HD3 4HZ,Yorkshire & Humber,England,01484 644192,,,,,,,,,,,,,,,convenience goods; alcohol; groceries; snacks,,Convenience Store,,Granted a 24-hour alcohol licence in May 2024; sells via Snappy Shopper and Uber Eats for local delivery.,Low,Independent retailer; Relevant category,https://www.yellowtom.co.uk/1452035,https://www.snappyshopper.co.uk/store/KV-Convenience-Off-Licence,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0102,WY-0102-01,,Kasa Beeston Convenience Store,Kasa Beeston,,Convenience Store,24-hour convenience store with off-licence and food-to-go,Independent,1,https://kasabeeston.com/,https://www.facebook.com/kasabeestonstore/,,,334-336 Dewsbury Road,Beeston,Leeds,West Yorkshire,LS11 7DJ,Yorkshire & Humber,England,0113 277 5757,,,info@kasabeeston.com,,,,,,,,,,,,groceries; alcohol; halal food-to-go; lottery; PayPoint,,Convenience Store,,"Open 24/7; cash machine, halal deli counter, delivery offered.",Medium,Independent retailer; Relevant category; Public email available; Active website; Social presence,https://kasabeeston.com/,https://www.bizseek.co.uk/kasa-beeston-convenience-store-0113-277-5757,3,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0103,WY-0103-01,,Kash News & Gifts,Kash News,,Newsagent,Newsagent and gifts,Independent,1,,,,,51 Commercial Street,,Brighouse,West Yorkshire,HD6 1AF,Yorkshire & Humber,England,01484 400405,,,,,,,,,,,,,,,news; confectionery; gifts,,Newsagent,,Open 07:00-17:30 per directory listing.,Low,Independent retailer; Relevant category,https://www.thomsonlocal.com/search/newsagents/halifax-brighouse-calderdale/kash-news-gifts/922805/01484400405,https://findit.batleynews.co.uk/company/437704624939008,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0104,WY-0104-01,,Keep In Touch,Keep In Touch,,Newsagent,Newsagent,Independent,1,,,,,5 Albion Street,,Castleford,West Yorkshire,WF10 1EG,Yorkshire & Humber,England,,,,,,,,,,,,,,,,news and magazines; confectionery; tobacco,,Newsagent,,Same street (Albion Street) as Tylor's Booze in Castleford town centre.,Low,Independent retailer; Relevant category,https://www.192.com/atoz/business/castleford-wf10/newsagents/keep-in-touch/645f3ab15b4cb6acdbc0eb9ef27c5a71438678bb/ml/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0105,WY-0105-01,,Keighley Newsagent,Keighley Newsagent,,Newsagent,Town-centre newsagent,Independent,1,,,,,125 North Street,,Keighley,West Yorkshire,BD21 3AD,Yorkshire & Humber,England,,,,,,,,,,,,,,,,news; magazines; tobacco; convenience lines,,Newsagent,,Directory-listed newsagent at 125 North Street (also appears spelled 'Kieghly Newsagent' in one directory).,Low,Independent retailer; Relevant category,https://directory.bradfordpages.co.uk/company/504571861241856,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0106,WY-0106-01,,Khadim Supersave,Khadim Supersave,,Independent Supermarket,Halal grocery store,Independent,1,,,,,1 Blacker Road,Birkby,Huddersfield,West Yorkshire,HD1 5HU,Yorkshire & Humber,England,01484 360513,,,,,,,,,,,,,,,HMC halal meat; groceries; fresh produce,,Independent Supermarket,,,Low,Independent retailer; Relevant category,https://no-divide.co.uk/khadim-supersave/,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0107,WY-0107-01,,Kubus International Food,Kubus International Food,,Convenience Store,International / Eastern European grocery and convenience,Independent,1,,,,,86 Kirkgate,,Wakefield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,international grocery (Eastern European focus); beers and alcohol; convenience,,Convenience Store,,Open late (to 11pm Mon-Sat). Good alcohol range per Yorkshire.com profile.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/wakefield/shopping/corner-shops/kubus-international-food,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0108,WY-0108-01,,Latitude Wine & Liquor Merchant,Latitude Wine & Liquor Merchant,,Off-Licence,Specialist wine and spirits merchant,Independent,1,https://latitudewine.co.uk/,,,,5 Cherry Tree Walk,"The Calls, City Centre",Leeds,West Yorkshire,LS2 7EB,Yorkshire & Humber,England,0113 245 3393,,,,sales@latitudewine.co.uk,,,,,,,,,,,wine; spirits; craft beer,,Off-Licence,,Independent city-centre wine and spirits merchant; Mon-Sat 10:00-19:00.,Medium,Independent retailer; Relevant category; Public trade/sales contact; Active website,https://latitudewine.co.uk/,https://latitudewine.co.uk/pages/contact-us,3,No,No,Yes,No,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0109,WY-0109-01,,Leeds Shisha Wholesale,Leeds Shisha Wholesale,,Smoke / Shisha Shop,Shisha wholesale and retail supplier,Independent,1,,https://www.facebook.com/p/Leeds-Shisha-Wholesale-100066917521496/,,,,,Leeds,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,shisha pipes; shisha flavours; coals; accessories,,Smoke / Shisha Shop,,"Leeds-based wholesale and retail shisha supplier, delivers UK-wide; street address not published in sources found.",Medium,Independent retailer; Core relevant category; Social presence,https://www.facebook.com/p/Leeds-Shisha-Wholesale-100066917521496/,https://leeds.cylex-uk.co.uk/company/leeds-shisha-wholesale-27498601.html,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0110,WY-0110-01,,Liquid Mafia The King of Vapes,Liquid Mafia,,Vape Shop,Vape retailer,Independent,1,,,https://www.instagram.com/liquidmafiaofficial/,,506 Huddersfield Road,Ravensthorpe,Dewsbury,West Yorkshire,WF13 3ET,Yorkshire & Humber,England,07512 340800,,,,,,,,,,,,,,,vape hardware; e-liquids; disposable vapes,,Vape Shop,,Open 10:30-22:00 daily. Instagram bio lists an alternative mobile 07746 183134.,Medium,Independent retailer; Core relevant category; Social presence,https://www.instagram.com/liquidmafiaofficial/,https://vapemaps.co/england/west-yorkshire/dewsbury/liquid-mafia-the-king-of-vapes/8788,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0111,WY-0111-01,,Local Convenience Store (Elsinore Avenue),Local Convenience Store,,Convenience Store,,Independent,1,,,,,12 Elsinore Avenue,,Elland,West Yorkshire,HX5 0LT,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience; food and wine,,Convenience Store,,Directory listing gives only the generic name 'Local Convenience Store'; actual trading name may differ - verify on the ground.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/elland/shopping/corner-shops,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0112,WY-0112-01,,Local Express Off Licence,Local Express Off Licence,,Off-Licence,Off-licence / beer store,Independent,1,,,,,30 Common Road,,Batley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,alcohol; convenience goods,,Off-Licence,,,Low,Independent retailer; Relevant category,https://www.bigreddirectory.com/local-express-off-licence-batley,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0113,WY-0113-01,,Londis Normanton (313 Castleford Road),Londis,,Convenience Store,Convenience store with off-licence,Franchise / Symbol Group,1,https://www.londis.co.uk/our-stores/londis-normanton,,,,313 Castleford Road,,Normanton,West Yorkshire,WF6 2HL,Yorkshire & Humber,England,01924 892113,,,,,,,,,,,,,,,"grocery; confectionery; beers, wines and spirits; food to go",,Convenience Store,Londis symbol group (Booker/Tesco supply),"Independently owned symbol-group store. NOTE: a second Londis store page exists for Castleford Road, Normanton WF6 2DW (separate record) - both appear on the Londis official store finder with different postcodes and phone numbers.",Medium,Independent retailer; Relevant category; Active website; Phone verified on official website,https://www.londis.co.uk/our-stores/londis-normanton,,1,No,No,No,No,Verified on official website,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0114,WY-0114-01,,"Londis Normanton (Castleford Road, WF6 2DW)",Londis,,Convenience Store,Convenience store with off-licence,Franchise / Symbol Group,1,https://www.londis.co.uk/our-stores/normanton,,,,Castleford Road,,Normanton,West Yorkshire,WF6 2DW,Yorkshire & Humber,England,01924 890438,,,,,,,,,,,,,,,"grocery; confectionery; beers, wines and spirits; fresh produce; food to go",,Convenience Store,Londis symbol group (Booker/Tesco supply),Independently owned symbol-group store. Listed on the Londis official store finder separately from the 313 Castleford Road WF6 2HL store; different postcode and phone. Flag for dedupe check on merge.,Medium,Independent retailer; Relevant category; Active website; Phone verified on official website,https://www.londis.co.uk/our-stores/normanton,,1,No,No,No,No,Verified on official website,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0115,WY-0115-01,,Londis Ravensthorpe,Londis Ravensthorpe,,Convenience Store,Londis symbol group convenience store,Franchise / Symbol Group,1,https://www.londis.co.uk/our-stores/londis-ravensthorpe,,,,,Ravensthorpe,Dewsbury,West Yorkshire,WF13 3JE,Yorkshire & Humber,England,01924 461300,,,,,,,,,,,,,,,convenience goods; alcohol; tobacco; groceries,,Convenience Store,Londis (Booker) symbol group,"Independently owned store under the Londis fascia, listed on the official Londis store locator for Ravensthorpe, Dewsbury; street address not captured (page fetch blocked).",Medium,Independent retailer; Relevant category; Active website,https://www.londis.co.uk/our-stores/londis-ravensthorpe,https://directory.gazettelive.co.uk/company/999b46611b8a8afc4d77d779e9c8dcf7,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0116,WY-0116-01,,Low Lane Convenience Store (Premier),Low Lane Convenience Store,,Convenience Store,Premier symbol group convenience store,Franchise / Symbol Group,1,https://www.premier-stores.co.uk/our-stores/low-lane-convenience-store,,,,6 Low Lane,Birstall,Batley,West Yorkshire,WF17 9EY,Yorkshire & Humber,England,,,,,,,,,,,,,,,,convenience goods; alcohol; tobacco; groceries,,Convenience Store,Premier (Booker) symbol group,Independently owned store trading under the Premier fascia; listed on the official Premier Stores locator.,Medium,Independent retailer; Relevant category; Active website,https://www.premier-stores.co.uk/our-stores/low-lane-convenience-store,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
